lem,index,token,stem,pos,counts
sense,533,sense,sens,NN,3
austria,1676,austria,austria,NN,3
wuxia,239,wuxia,wuxia,NN,3
ladykiller,2023,ladykiller,ladykil,NN,3
boarding,2057,boarding,board,NN,3
warp,2952,warp,warp,NN,3
mutation,5485,mutation,mutat,NN,3
celebration,3237,celebration,celebr,NN,3
married,2609,married,marri,JJ,3
yakuza,1839,yakuza,yakuza,NN,3
hologram,1088,hologram,hologram,NN,3
deportation,1311,deportation,deport,NN,3
medical,5064,medical,medic,JJ,3
homeland,1354,homeland,homeland,NN,3
trading,1725,trading,trade,NN,3
magazine,3485,magazine,magazin,NN,3
object,3698,object,object,NN,3
survivor,2768,survivor,survivor,NN,3
banker,3732,banker,banker,NN,3
racist,4847,racist,racist,NN,3
deception,5019,deception,decept,NN,3
homicide,1208,homicide,homicid,NN,3
personal,676,personal,person,JJ,3
beast,3458,beast,beast,NN,3
deal,1498,deal,deal,NN,3
thailand,2527,thailand,thailand,NN,3
collar,68,collar,collar,NN,3
hollywood,1700,hollywood,hollywood,NN,3
clash,1790,clash,clash,NN,3
band,3236,band,band,NN,3
disabled,735,disabled,disabl,JJ,3
timeline,405,timeline,timelin,NN,3
dinosaur,649,dinosaur,dinosaur,NN,3
climb,2996,climbing,climb,VB,3
road,330,road,road,NN,3
clock,5124,clock,clock,NN,3
wolf,3358,wolf,wolf,NN,3
hiv,3022,hiv,hiv,NN,3
hole,4331,hole,hole,NN,3
dictator,2901,dictator,dictat,NN,3
diary,2051,diary,diari,JJ,3
medication,799,medication,medic,NN,3
occult,2090,occult,occult,NN,3
luck,3230,luck,luck,NN,3
threat,4928,threat,threat,NN,3
pink,630,pink,pink,NN,3
venice,468,venice,venic,NN,3
personality,1458,personality,person,NN,3
bear,3718,bear,bear,NN,3
control,2000,control,control,NN,3
alzheimers,6425,alzheimers,alzheim,NN,3
iceland,4624,iceland,iceland,NN,3
punishment,871,punishment,punish,NN,3
humiliation,3075,humiliation,humili,NN,3
taliban,4163,taliban,taliban,NN,3
tang,2172,tang,tang,NN,3
telekinesis,7173,telekinesis,telekinesi,NN,3
rebellion,1178,rebellion,rebellion,NN,3
test,2597,test,test,NN,3
coverup,2083,coverup,coverup,NN,3
convict,1604,convict,convict,NN,3
courage,6724,courage,courag,NN,3
phenomenon,105,phenomenon,phenomenon,NN,3
wrestling,4735,wrestling,wrestl,NN,3
northern,4543,northern,northern,JJ,3
nonlinear,404,nonlinear,nonlinear,JJ,3
russian,765,russian,russian,JJ,3
kiss,977,kiss,kiss,NN,3
concentration,4448,concentration,concentr,NN,3
maya,3687,maya,maya,NN,3
honor,1934,honor,honor,NN,3
safe,1102,safe,safe,JJ,3
mayor,4812,mayor,mayor,NN,3
veteran,1494,veteran,veteran,NN,3
alcoholism,4612,alcoholism,alcohol,NN,3
sweden,4338,sweden,sweden,NN,3
sadist,2439,sadist,sadist,NN,3
ape,699,ape,ape,NN,3
apartment,3883,apartment,apart,NN,3
cyberpunk,1650,cyberpunk,cyberpunk,NN,3
rebel,199,rebel,rebel,NN,3
swordplay,1490,swordplay,swordplay,NN,3
hostility,1021,hostility,hostil,NN,3
lesbian,9341,lesbian,lesbian,JJ,3
curse,3878,curse,curs,NN,3
cleaning,4298,cleaning,clean,NN,3
demonic,5497,demonic,demon,JJ,3
katana,1495,katana,katana,NN,3
circus,1967,circus,circu,NN,3
insanity,347,insanity,insan,NN,3
mystery,1612,mystery,mysteri,NN,3
riddle,2472,riddle,riddl,NN,3
oil,4262,oil,oil,NN,3
rise,861,rose,rose,VB,3
animate,1845,animated,anim,VB,3
intellectual,2975,intellectual,intellectu,JJ,3
doll,3882,doll,doll,NN,3
ring,963,ring,ring,NN,3
documentary,6206,documentary,documentari,NN,3
subway,1679,subway,subway,NN,3
insurgence,209,insurgence,insurg,NN,3
aid,3020,aids,aid,NN,3
dna,640,dna,dna,NN,3
plague,2816,plague,plagu,NN,3
nanny,2648,nanny,nanni,NN,3
volcano,951,volcano,volcano,NN,3
rag,2512,rags,rag,NN,3
pittsburgh,5733,pittsburgh,pittsburgh,NN,3
realism,2322,realism,realism,NN,3
mythological,3576,mythological,mytholog,JJ,3
disguise,3420,disguise,disguis,NN,3
rich,2513,riches,rich,NN,3
doomsday,2217,doomsday,doomsday,NN,3
onenight,4145,onenight,onenight,NN,3
wire,555,wire,wire,NN,2
scandal,2652,scandal,scandal,NN,2
air,483,air,air,NN,2
mermaid,1983,mermaid,mermaid,NN,2
proposal,2229,proposal,propos,NN,2
getaway,4975,getaway,getaway,NN,2
journal,3476,journal,journal,NN,2
hat,6339,hat,hat,NN,2
german,5025,german,german,JJ,2
western,4221,western,western,JJ,2
harvard,69,harvard,harvard,NN,2
hard,3409,hard,hard,JJ,2
wound,1015,wound,wound,NN,2
rwandan,2036,rwandan,rwandan,NN,2
whale,1555,whale,whale,NN,2
hatred,2726,hatred,hatr,VB,2
minnesota,5508,minnesota,minnesota,NN,2
ride,2508,ride,ride,NN,2
imaginary,816,imaginary,imaginari,JJ,2
goblin,1126,goblin,goblin,NN,2
anxiety,7564,anxiety,anxieti,NN,2
ambition,4179,ambition,ambit,NN,2
john,1230,john,john,NN,2
rooftop,3269,rooftop,rooftop,NN,2
gnome,7796,gnomes,gnome,NN,2
girlfriend,1770,girlfriend,girlfriend,NN,2
argentina,5420,argentina,argentina,NN,2
illusion,7876,illusion,illus,NN,2
reverse,410,reverse,revers,NN,2
sadism,4635,sadism,sadism,NN,2
insurance,388,insurance,insur,NN,2
antarctica,2213,antarctica,antarctica,NN,2
scout,7321,scouts,scout,NN,2
head,5288,head,head,NN,2
sheep,5602,sheep,sheep,NN,2
international,558,international,intern,JJ,2
genetic,5537,genetic,genet,JJ,2
mathematician,911,mathematician,mathematician,NN,2
mathematics,924,mathematics,mathemat,NN,2
malibu,4478,malibu,malibu,NN,2
aquarium,4144,aquarium,aquarium,NN,2
lab,3267,lab,lab,NN,2
jury,1531,jury,juri,NN,2
justice,2109,justice,justic,NN,2
prodigy,928,prodigy,prodigi,NN,2
poverty,5665,poverty,poverti,NN,2
xenomorph,2385,xenomorph,xenomorph,NN,2
kraken,3509,kraken,kraken,VB,2
garden,862,garden,garden,NN,2
witness,343,witness,wit,NN,2
rice,4941,rice,rice,NN,2
witchcraft,3004,witchcraft,witchcraft,NN,2
malaysia,8894,malaysia,malaysia,NN,2
hunger,1349,hunger,hunger,NN,2
problem,2071,problems,problem,NN,2
reboot,5215,reboot,reboot,NN,2
genocide,2037,genocide,genocid,NN,2
matter,4522,matter,matter,NN,2
shadow,3915,shadow,shadow,NN,2
gambler,3224,gambler,gambler,NN,2
mirror,5531,mirror,mirror,NN,2
royalty,1935,royalty,royalti,NN,2
interpol,2912,interpol,interpol,NN,2
share,5960,shared,share,VB,2
misanthrophy,4261,misanthrophy,misanthrophi,NN,2
xenophobia,582,xenophobia,xenophobia,NN,2
genetics,2812,genetics,genet,NN,2
mentally,734,mentally,mental,RB,2
jungle,4658,jungle,jungl,NN,2
hypnosis,792,hypnosis,hypnosi,NN,2
internet,26,internet,internet,NN,2
archaeological,4439,archaeological,archaeolog,JJ,2
antisemitism,3717,antisemitism,antisemit,NN,2
ruin,4438,ruins,ruin,NN,2
heartbreak,2076,heartbreak,heartbreak,NN,2
golden,2557,golden,golden,JJ,2
innocence,336,innocence,innoc,NN,2
meeting,6255,meeting,meet,NN,2
riot,6884,riots,riot,NN,2
holdup,3069,holdup,holdup,NN,2
individuality,406,individuality,individu,NN,2
grieve,9568,grieving,griev,VB,2
individual,729,individual,individu,JJ,2
grief,9299,grief,grief,NN,2
grenade,1146,grenade,grenad,NN,2
prejudice,2927,prejudice,prejudic,NN,2
rodeo,3709,rodeo,rodeo,NN,2
indian,2555,indian,indian,JJ,2
angel,854,angel,angel,NN,2
winter,3047,winter,winter,NN,2
greek,5748,greek,greek,NN,2
hair,753,hair,hair,NN,2
word,6664,word,word,NN,2
wing,4952,wing,wing,VB,2
restaurant,2244,restaurant,restaur,NN,2
samurai,1492,samurai,samurai,NN,2
meteor,3368,meteor,meteor,NN,2
irishamerican,1423,irishamerican,irishamerican,JJ,2
hades,5746,hades,hade,NN,2
good,1179,good,good,JJ,2
injury,2470,injury,injuri,NN,2
reunion,4358,reunion,reunion,NN,2
alternate,5211,alternate,altern,NN,2
medicine,6257,medicine,medicin,NN,2
guerrilla,3334,guerrilla,guerrilla,NN,2
guardian,6123,guardian,guardian,NN,2
santa,2489,santa,santa,NN,2
invulnerability,449,invulnerability,invulner,NN,2
invisible,255,invisible,invis,JJ,2
prince,6317,prince,princ,NN,2
investigative,5173,investigative,investig,JJ,2
gym,4719,gym,gym,NN,2
michigan,835,michigan,michigan,NN,2
prehistoric,4625,prehistoric,prehistor,NN,2
invisibility,2801,invisibility,invis,NN,2
infection,6604,infection,infect,NN,2
industry,3250,industry,industri,NN,2
sandstorm,7052,sandstorm,sandstorm,NN,2
retire,7372,retired,retir,VB,2
independence,3338,independence,independ,NN,2
premonition,3173,premonition,premonit,NN,2
holy,2623,holy,holi,NN,2
many,2343,many,mani,JJ,2
rifle,3221,rifle,rifl,NN,2
search,7309,search,search,NN,2
republican,3352,republican,republican,JJ,2
immortality,4864,immortality,immort,NN,2
hiding,3572,hiding,hide,NN,2
worker,3769,worker,worker,NN,2
jedi,1168,jedi,jedi,NN,2
hangover,5284,hangover,hangov,NN,2
knife,1392,knife,knife,NN,2
madrid,4030,madrid,madrid,NN,2
hurricane,2189,hurricane,hurrican,NN,2
wine,2484,wine,wine,NN,2
romulans,1419,romulans,romulan,NN,2
hitandrun,4551,hitandrun,hitandrun,NN,2
meet,2135,meet,meet,NN,2
hoodlum,2867,hoodlum,hoodlum,NN,2
mansion,3879,mansion,mansion,NN,2
hope,7875,hope,hope,NN,2
anarchic,353,anarchic,anarch,JJ,2
millionaire,416,millionaire,millionair,NN,2
season,1830,season,season,NN,2
architecture,5897,architecture,architectur,NN,2
realtor,3679,realtor,realtor,NN,2
graphic,6609,graphic,graphic,JJ,2
role,2104,role,role,NN,2
saucer,1315,saucer,saucer,NN,2
responsibility,1128,responsibility,respons,NN,2
african,2043,african,african,JJ,2
roll,306,roll,roll,NN,2
salesman,389,salesman,salesman,NN,2
intrigue,4116,intrigue,intrigu,NN,2
work,3771,work,work,NN,2
intolerance,2875,intolerance,intoler,NN,2
masked,3202,masked,mask,NN,2
seoul,7408,seoul,seoul,NN,2
militia,2035,militia,militia,NN,2
magical,3697,magical,magic,JJ,2
mar,11,mars,mar,NN,2
widow,3795,widow,widow,NN,2
jew,1357,jew,jew,NN,2
sparta,2161,sparta,sparta,NN,2
gamble,286,gambling,gambl,VB,2
third,2203,third,third,JJ,2
theory,915,theory,theori,NN,2
coffin,5676,coffin,coffin,NN,2
zealand,1549,zealand,zealand,NN,2
persecution,1358,persecution,persecut,NN,2
college,8468,college,colleg,NN,2
perseus,5756,perseus,perseu,NN,2
colonialism,3355,colonialism,coloni,NN,2
colony,5627,colony,coloni,NN,2
theater,3137,theater,theater,NN,2
oakland,6823,oakland,oakland,NN,2
columnist,5002,columnist,columnist,NN,2
coma,1833,coma,coma,NN,2
beaten,6621,beaten,beaten,NN,2
comedian,6325,comedian,comedian,NN,2
ventriloquist,3874,ventriloquist,ventriloquist,NN,2
commercial,1510,commercial,commerci,JJ,2
territory,2712,territory,territori,NN,2
terminal,497,terminal,termin,NN,2
term,2028,term,term,NN,2
therapist,261,therapist,therapist,NN,2
thunderstorm,1605,thunderstorm,thunderstorm,NN,2
nun,5386,nun,nun,NN,2
tiger,231,tiger,tiger,NN,2
choir,2050,choir,choir,NN,2
chosen,3005,chosen,chosen,NN,2
performance,815,performance,perform,NN,2
christianity,1654,christianity,christian,NN,2
peril,3803,peril,peril,NN,2
tomb,3448,tomb,tomb,NN,2
vengeance,7936,vengeance,vengeanc,NN,2
period,2929,period,period,NN,2
library,2181,library,librari,NN,2
cinema,5425,cinema,cinema,NN,2
tokyo,1397,tokyo,tokyo,NN,2
ocean,1538,ocean,ocean,NN,2
vengeful,3204,vengeful,veng,NN,2
climate,2183,climate,climat,NN,2
beauty,617,beauty,beauti,NN,2
occupation,5441,occupation,occup,NN,2
beautiful,6284,beautiful,beauti,NN,2
closet,2880,closet,closet,NN,2
clouseau,3185,clouseau,clouseau,NN,2
veterinarian,2024,veterinarian,veterinarian,JJ,2
number,2478,numbers,number,NN,2
neon,7926,neon,neon,NN,2
covert,6352,covert,covert,NN,2
cowardliness,4073,cowardliness,cowardli,NN,2
creature,4628,creature,creatur,NN,2
videotape,2977,videotape,videotap,NN,2
take,18,take,take,VB,2
crush,2861,crush,crush,NN,2
actress,7695,actress,actress,NN,2
vienna,9100,vienna,vienna,NN,2
neurosurgeon,9877,neurosurgeon,neurosurgeon,NN,2
lovesickness,1659,lovesickness,lovesick,NN,2
symbolism,1324,symbolism,symbol,NN,2
custody,1003,custody,custodi,NN,2
racial,6718,racial,racial,JJ,2
vietnam,4196,vietnam,vietnam,NN,2
cycle,1823,cycle,cycl,NN,2
swing,5153,swinging,swing,VB,2
legal,1536,legal,legal,JJ,2
daily,8463,daily,daili,JJ,2
gallery,5374,gallery,galleri,NN,2
dancer,6143,dancer,dancer,NN,2
tape,8063,tape,tape,NN,2
taskmaster,229,taskmaster,taskmast,NN,2
tennessee,3786,tennessee,tennesse,NN,2
courtroom,6455,courtroom,courtroom,NN,2
confidence,2969,confidence,confid,NN,2
petrol,4259,petrol,petrol,NN,2
temple,1814,temple,templ,NN,2
novelist,3619,novelist,novelist,NN,2
congress,2592,congress,congress,NN,2
activist,3206,activist,activist,NN,2
connecticut,4770,connecticut,connecticut,NN,2
teleportation,5194,teleportation,teleport,NN,2
contact,22,contact,contact,NN,2
contract,7588,contract,contract,NN,2
tehran,6428,tehran,tehran,NN,2
teheran,6427,teheran,teheran,NN,2
bathtub,7631,bathtub,bathtub,NN,2
victorian,5687,victorian,victorian,JJ,2
norse,6514,norse,nors,NN,2
teach,4408,teaching,teach,VB,2
philippine,1393,philippines,philippin,NN,2
course,3712,course,cours,NN,2
courthouse,6354,courthouse,courthous,NN,2
people,2496,people,peopl,NN,2
pentagram,3447,pentagram,pentagram,NN,2
tourist,4431,tourist,tourist,NN,2
bowling,4267,bowling,bowl,NN,2
ultimatum,3309,ultimatum,ultimatum,NN,2
breakup,4487,breakup,breakup,NN,2
ufo,4380,ufo,ufo,NN,2
quantum,5233,quantum,quantum,NN,2
briefcase,6318,briefcase,briefcas,NN,2
van,3280,van,van,NN,2
broken,7062,broken,broken,NN,2
pacifism,1016,pacifism,pacif,NN,2
twist,831,twist,twist,NN,2
pacific,7974,pacific,pacif,NN,2
turtle,8569,turtle,turtl,NN,2
pastor,4253,pastor,pastor,NN,2
patch,6234,patch,patch,NN,2
brutal,3579,brutal,brutal,NN,2
bigotry,1582,bigotry,bigotri,NN,2
buddhism,1805,buddhism,buddhism,NN,2
overweight,571,overweight,overweight,NN,2
bullying,4341,bullying,bulli,NN,2
overdose,315,overdose,overdos,NN,2
boyfriend,5275,boyfriend,boyfriend,NN,2
bounty,5737,bounty,bounti,NN,2
tournament,3012,tournament,tournament,NN,2
biological,1086,biological,biolog,JJ,2
parentsinlaw,2607,parentsinlaw,parentsinlaw,NN,2
parenthood,6118,parenthood,parenthood,NN,2
zookeeper,6645,zookeeper,zookeep,NN,2
urban,3876,urban,urban,JJ,2
bleak,4982,bleak,bleak,NN,2
blizzard,960,blizzard,blizzard,NN,2
block,495,block,block,NN,2
paragliding,650,paragliding,paraglid,VB,2
lock,187,lock,lock,NN,2
panther,3187,panther,panther,NN,2
bodyguard,2123,bodyguard,bodyguard,NN,2
partner,5417,partner,partner,NN,2
union,5112,union,union,NN,2
bomber,5796,bomber,bomber,NN,2
unhappiness,4974,unhappiness,unhappi,NN,2
bond,2657,bonds,bond,NN,2
booby,2446,booby,boobi,NN,2
passion,208,passion,passion,NN,2
underdog,4169,underdog,underdog,NN,2
literature,1138,literature,literatur,NN,2
lord,6633,lord,lord,NN,2
trust,4871,trust,trust,NN,2
burn,3171,burned,burn,VB,2
transporter,900,transporter,transport,NN,2
orderly,368,orderly,orderli,RB,2
castle,950,castle,castl,NN,2
oppression,3161,oppression,oppress,NN,2
peer,3138,peer,peer,NN,2
cave,1445,cave,cave,NN,2
bell,6205,bells,bell,NN,2
cemetery,8450,cemetery,cemeteri,NN,2
vault,3321,vault,vault,NN,2
penalty,1824,penalty,penalti,NN,2
abusive,8484,abusive,abus,JJ,2
chamber,4453,chamber,chamber,NN,2
champion,5819,champion,champion,NN,2
train,443,train,train,NN,2
tragedy,2573,tragedy,tragedi,NN,2
tradition,1541,tradition,tradit,NN,2
belfast,4545,belfast,belfast,NN,2
track,7421,tracking,track,VB,2
omen,40,omen,omen,NN,2
transsexual,8874,transsexual,transsexu,JJ,2
case,1527,case,case,NN,2
oregon,1769,oregon,oregon,NN,2
lion,3050,lion,lion,NN,2
bury,6070,buried,buri,VB,2
vandalism,1754,vandalism,vandal,NN,2
butcher,1431,butcher,butcher,NN,2
outcast,670,outcast,outcast,NN,2
cage,2766,cage,cage,NN,2
patrol,5948,patrol,patrol,NN,2
troy,2164,troy,troy,NN,2
outage,4925,outage,outag,NN,2
trick,6860,tricks,trick,NN,2
belle,522,belle,bell,NN,2
peace,1019,peace,peac,NN,2
captain,3496,captain,captain,NN,2
zeus,5750,zeus,zeu,NN,2
card,896,card,card,NN,2
origin,6613,origin,origin,NN,2
organization,4590,organization,organ,NN,2
traumatic,7450,traumatic,traumat,JJ,2
carolina,212,carolina,carolina,NN,2
leg,4586,legs,leg,NN,2
dallas,8154,dallas,dalla,NN,2
darkness,0,darkness,dark,NN,2
poker,755,poker,poker,NN,2
autocracy,4417,autocracy,autocraci,NN,2
existentialism,6634,existentialism,existenti,NN,2
soviet,5111,soviet,soviet,JJ,2
land,724,land,land,NN,2
expert,899,expert,expert,NN,2
explode,2341,exploding,explod,VB,2
extraterrestrial,4381,extraterrestrial,extraterrestri,JJ,2
extreme,2450,extreme,extrem,NN,2
exwife,5740,exwife,exwif,NN,2
eye,6233,eye,eye,NN,2
morality,4826,morality,moral,NN,2
warrior,5858,warrior,warrior,NN,2
fame,4739,fame,fame,NN,2
wartime,3578,wartime,wartim,NN,2
soccer,3183,soccer,soccer,NN,2
fantastic,2798,fantastic,fantast,JJ,2
montmartre,10240,montmartre,montmartr,NN,2
fascism,3192,fascism,fascism,NN,2
fear,6538,fear,fear,NN,2
poky,1120,pokies,poki,NN,2
excon,554,excon,excon,NN,2
slum,2828,slum,slum,NN,2
alive,3172,alive,aliv,JJ,2
pickpocket,880,pickpocket,pickpocket,NN,2
encounter,1341,encounter,encount,NN,2
end,4917,end,end,NN,2
laser,1161,laser,laser,NN,2
laptop,7420,laptop,laptop,NN,2
mouse,738,mouse,mous,NN,2
english,1921,english,english,JJ,2
mourn,7719,mourning,mourn,VB,2
stag,2485,stag,stag,NN,2
stadium,5651,stadium,stadium,NN,2
epic,2147,epic,epic,NN,2
poet,346,poet,poet,NN,2
era,2938,era,era,NN,2
split,1457,split,split,NN,2
splatter,3798,splatter,splatter,NN,2
autopsy,9915,autopsy,autopsi,NN,2
estate,6746,estate,estat,NN,2
euthanasia,2406,euthanasia,euthanasia,NN,2
evacuation,2206,evacuation,evacu,NN,2
park,293,park,park,NN,2
lady,4299,lady,ladi,NN,2
rain,1592,rain,rain,NN,2
pornography,3638,pornography,pornographi,NN,2
food,2243,food,food,NN,2
forbidden,4606,forbidden,forbidden,NN,2
mobster,3673,mobster,mobster,NN,2
portland,1768,portland,portland,NN,2
forgiveness,926,forgiveness,forgiv,NN,2
wealthy,8008,wealthy,wealthi,NN,2
shyness,832,shyness,shyness,NN,2
showdown,2720,showdown,showdown,NN,2
shotgun,2435,shotgun,shotgun,NN,2
mistake,3213,mistake,mistak,NN,2
missouri,4069,missouri,missouri,NN,2
shop,991,shop,shop,NN,2
mississippi,280,mississippi,mississippi,NN,2
arrow,5843,arrow,arrow,NN,2
missionary,4315,missionary,missionari,JJ,2
shipwreck,3927,shipwreck,shipwreck,NN,2
galapagos,1918,galapagos,galapago,NN,2
yang,1884,yang,yang,NN,2
madness,3292,madness,mad,NN,2
silent,709,silent,silent,NN,2
simulation,6163,simulation,simul,NN,2
fiction,130,fiction,fiction,NN,2
mockumentary,3721,mockumentary,mockumentari,NN,2
fictitious,5263,fictitious,fictiti,JJ,2
slaughter,1517,slaughter,slaughter,NN,2
ranger,1571,ranger,ranger,NN,2
finance,6594,finances,financ,NN,2
poltergeist,7627,poltergeist,poltergeist,NN,2
finland,1023,finland,finland,NN,2
firearm,1317,firearm,firearm,NN,2
mole,3674,mole,mole,NN,2
firework,949,fireworks,firework,NN,2
skate,10055,skating,skate,VB,2
fishing,1265,fishing,fish,NN,2
fistfight,2081,fistfight,fistfight,NN,2
modern,1553,modern,modern,JJ,2
athlete,8862,athlete,athlet,NN,2
atheist,5345,atheist,atheist,NN,2
pop,1795,pop,pop,NN,2
asylum,427,asylum,asylum,NN,2
singer,2246,singer,singer,NN,2
porn,6923,porn,porn,NN,2
emergency,3606,emergency,emerg,NN,2
emotional,7565,emotional,emot,JJ,2
door,998,door,door,NN,2
suitcase,3413,suitcase,suitcas,NN,2
dialogue,5942,dialogue,dialogu,NN,2
bandit,6218,bandit,bandit,NN,2
diego,310,diego,diego,NN,2
dig,7340,dig,dig,NN,2
alp,9004,alps,alp,NN,2
lead,5004,lead,lead,NN,2
disability,6848,disability,disabl,NN,2
discrimination,1583,discrimination,discrimin,NN,2
narration,2087,narration,narrat,NN,2
dismemberment,20,dismemberment,dismember,NN,2
downsize,5475,downsizing,downsiz,VB,2
narcissism,4266,narcissism,narciss,NN,2
pizza,993,pizza,pizza,NN,2
place,1617,place,place,NN,2
voice,74,voice,voic,NN,2
subconscious,272,subconscious,subconsci,JJ,2
domestic,8474,domestic,domest,JJ,2
domination,6665,domination,domin,NN,2
addict,5798,addicted,addict,VB,2
elevator,5299,elevator,elev,NN,2
natural,3689,natural,natur,JJ,2
learn,989,learning,learn,VB,2
suppress,535,suppressed,suppress,VB,2
destiny,788,destiny,destini,NN,2
day,6266,day,day,NN,2
daydream,8213,daydream,daydream,NN,2
swastika,5439,swastika,swastika,NN,2
deaf,6844,deaf,deaf,NN,2
deafmute,4254,deafmute,deafmut,NN,2
violin,4584,violin,violin,NN,2
swap,3760,swapping,swap,VB,2
deja,2020,deja,deja,NN,2
delinquent,8040,delinquent,delinqu,NN,2
pig,296,pig,pig,NN,2
public,4354,public,public,NN,2
surreal,541,surreal,surreal,NN,2
denial,851,denial,denial,NN,2
denmark,8866,denmark,denmark,NN,2
dentist,4153,dentist,dentist,NN,2
pill,6395,pill,pill,NN,2
depression,6186,depression,depress,NN,2
adapt,526,adapted,adapt,VB,2
desire,4493,desire,desir,NN,2
double,1688,double,doubl,RB,2
baby,2829,baby,babi,NN,2
mysterious,3246,mysterious,mysteri,JJ,2
alter,110,altering,alter,VB,2
mustache,2286,mustache,mustach,NN,2
muslim,5784,muslim,muslim,NN,2
early,521,early,earli,RB,2
adolf,5447,adolf,adolf,NN,2
earthquake,5540,earthquake,earthquak,NN,2
eastern,2251,eastern,eastern,JJ,2
eccentric,5347,eccentric,eccentr,JJ,2
store,7283,store,store,NN,2
adopt,4271,adopted,adopt,VB,2
stockholm,7105,stockholm,stockholm,NN,2
stockbroker,3778,stockbroker,stockbrok,NN,2
edwardian,8697,edwardian,edwardian,JJ,2
stewardess,314,stewardess,stewardess,NN,2
egg,2552,egg,egg,NN,2
plantation,7823,plantation,plantat,NN,2
puberty,2964,puberty,puberti,NN,2
elderly,5527,elderly,elderli,RB,2
plastic,4713,plastic,plastic,NN,2
waitress,382,waitress,waitress,NN,2
mutiny,6566,mutiny,mutini,NN,2
strand,1597,stranded,strand,VB,2
stranger,3247,stranger,stranger,NN,2
volleyball,377,volleyball,volleybal,NN,2
drown,259,drowning,drown,VB,2
drummer,8661,drummer,drummer,NN,2
strip,881,strip,strip,NN,2
vomit,6806,vomit,vomit,NN,2
drop,2192,drop,drop,NN,2
dress,5061,dress,dress,NN,2
adolescence,1109,adolescence,adolesc,NN,2
dubai,4793,dubai,dubai,NN,2
strength,2800,strength,strength,NN,2
duct,8062,duct,duct,NN,2
duel,158,duel,duel,NN,2
duke,492,duke,duke,NN,2
strategy,1515,strategy,strategi,NN,2
punk,7101,punk,punk,NN,1
puppet,3916,puppet,puppet,NN,1
publisher,3620,publisher,publish,NN,1
wyoming,2874,wyoming,wyom,VB,1
puppy,4998,puppy,puppi,JJ,1
psychologist,6903,psychologist,psychologist,NN,1
puke,6816,puke,puke,NN,1
psychology,9262,psychology,psycholog,NN,1
psychic,5495,psychic,psychic,JJ,1
psycho,9956,psycho,psycho,NN,1
pterodactyl,651,pterodactyl,pterodactyl,NN,1
uzi,7657,uzi,uzi,NN,1
psyche,467,psyche,psych,NN,1
yorkshire,5788,yorkshire,yorkshir,NN,1
philosophical,8936,philosophical,philosoph,JJ,1
phobia,2591,phobia,phobia,NN,1
photograph,8214,photograph,photograph,NN,1
physical,8082,physical,physic,JJ,1
physician,4428,physician,physician,NN,1
physicist,8787,physicist,physicist,NN,1
pianist,1371,pianist,pianist,NN,1
piano,7366,piano,piano,NN,1
pick,188,pick,pick,NN,1
picture,5067,picture,pictur,NN,1
pharmacy,3602,pharmacy,pharmaci,NN,1
pigeon,7374,pigeon,pigeon,NN,1
pikey,304,pikey,pikey,NN,1
pinochetregime,7394,pinochetregime,pinochetregim,NN,1
pinup,488,pinup,pinup,NN,1
pioneer,1198,pioneer,pioneer,NN,1
pipe,7329,pipe,pipe,NN,1
pipeline,4258,pipeline,pipelin,NN,1
yoda,1186,yoda,yoda,NN,1
planning,9213,planning,plan,NN,1
philosopher,135,philosopher,philosoph,NN,1
pharmaceutical,7424,pharmaceutical,pharmaceut,JJ,1
plaster,675,plaster,plaster,NN,1
pavilion,376,pavilion,pavilion,NN,1
parole,7814,parole,parol,NN,1
part,2677,part,part,NN,1
partnership,4233,partnership,partnership,NN,1
passageway,9463,passageway,passageway,NN,1
zone,2196,zone,zone,NN,1
patent,9427,patent,patent,NN,1
paternity,5613,paternity,patern,NN,1
patriarch,1556,patriarch,patriarch,NN,1
patriarchy,1560,patriarchy,patriarchi,NN,1
pay,9166,pay,pay,NN,1
petersburg,7441,petersburg,petersburg,NN,1
peacekeeper,728,peacekeeper,peacekeep,NN,1
peak,8982,peak,peak,NN,1
pearl,481,pearl,pearl,NN,1
pedophilia,9276,pedophilia,pedophilia,NN,1
pen,7300,pen,pen,VB,1
pentagon,4762,pentagon,pentagon,NN,1
zebra,7742,zebra,zebra,NN,1
perjury,7698,perjury,perjuri,NN,1
perspective,10021,perspectives,perspect,NN,1
ying,1883,ying,ying,VB,1
plato,1636,plato,plato,NN,1
prove,631,proving,prove,VB,1
pro,985,pro,pro,NN,1
pressure,3139,pressure,pressur,NN,1
prey,9753,prey,prey,NN,1
pride,2931,pride,pride,NN,1
princess,3568,princess,princess,NN,1
princeton,916,princeton,princeton,NN,1
principal,2060,principal,princip,NN,1
xray,9802,xray,xray,NN,1
prize,919,prize,prize,NN,1
prizefight,6875,prizefight,prizefight,NN,1
producer,2510,producer,produc,NN,1
presley,1233,presley,presley,NN,1
production,8146,production,product,NN,1
professional,7870,professional,profession,JJ,1
program,6168,program,program,NN,1
prometheus,7345,prometheus,prometheu,NN,1
promiscuity,327,promiscuity,promiscu,NN,1
propaganda,7137,propaganda,propaganda,NN,1
property,6102,property,properti,NN,1
prosecution,4037,prosecution,prosecut,NN,1
protector,6607,protector,protector,NN,1
press,7596,press,press,NN,1
prescription,7868,prescription,prescript,NN,1
yin,1898,yin,yin,NN,1
policeman,2014,policeman,policeman,NN,1
