,Unnamed: 0,id,title,release_date,genres,video_key,overview,trailer_url,keywords,popularity,vote_count,vote_average
392,18497,35907,Kaante,2002-12-20,"['Action', 'Thriller']",0l93AAJDH8o,"Kill, threaten, kidnap, maim, murder, steal... Meet the masters. In a world where loyalties are easily abandoned and allegiances bought, six perfect strangers come together to pull off the perfect crime. they must all trust each other. But when their simple robbery explodes into a bloody ambush, the ruthless killers realize that one of them is a cop. But which one?",,[],2.222,25.0,5.6
393,20390,36273,The City of Lost Souls,2000-09-15,"['Action', 'Thriller']",JXf-3FQqiCk,"Brazilian-Japanese gangster Mario rescues his Chinese girlfriend Kei as she's about to be deported from Japan. Desperate to escape, he hides in Tokyo's booming Japanese-Portuguese community and seeks passage from the country from a Russian mobster. To meet his price, they hold up a bigtime drug deal between the Chinese Mafia and the local Yakuza.",,"['brazilian', 'underworld']",3.033,28.0,6.5
394,3991,415036,Open at Night,2017-01-11,"['Drama', 'Comedy']",1fs4mKEEe2M,"One night to change everything. One night to save a theater, one night to change one's perspective about life. Luigi will push and pull Faeza with him everywhere around Paris an entire night to save his theater.",,[],3.7,50.0,6.2
395,9713,75931,The Cat,2011-07-07,['Mystery'],p9SIeWsoPYw,So-yeon suffers from claustrophobia and inherits a Persian cat when its owner dies. She begins having nightmares and people around her begin dying as she searches for the truth.,,[],3.928,50.0,6.6
396,16681,56224,Z Channel: A Magnificent Obsession,2004-05-16,"['Documentary', 'History']",nNZeFFKceeU,"A documentary on the Z Channel, one of the first pay cable stations in the US, and its programming chief, Jerry Harvey. Debuting in 1974, the LA-based channel's eclectic slate of movies became a prime example of the untapped power of cable television.",,"['cinephilia', 'television', 'interview', 'biography', 'discussion', 'history', 'eccentric', 'memory', 'los angeles, california', 'retrospective', 'woman director', 'obscure', 'cable tv']",7.699,19.0,7.1
397,13462,419786,Doctor Who: Time Crash,2007-11-16,"['Science Fiction', 'TV Movie']",eWhMq-z3YWQ,"After Martha Jones parts company with the Doctor, his TARDIS collides with another, and he comes face to face with one of his previous incarnations.",,"['time travel', 'time machine', 'tardis']",4.79,66.0,7.8
398,13785,14066,"Romulus, My Father",2007-05-31,['Drama'],hmBOq3uIB_4,"It tells the story of Romulus, his beautiful wife, Christina, and their struggle in the face of great adversity to bring up their son, Raimond. It is a story of impossible love that ultimately celebrates the unbreakable bond between father and son.",,"['suicide attempt', 'based on memoir or autobiography', 'family tragedy', 'mental hospital', 'step sister', 'debut', 'immigrant experience', 'motorbike', 'victoria', 'bees']",4.598,26.0,5.9
399,20371,31321,Loners,2000-04-13,"['Comedy', 'Drama']",_SwYtADh3xs,"Robert works for a travel agency and helps to arrange scenes from the everyday lives of ""ordinary"" Czech families as an attraction for Japanese tourists. He also works as a kind of matchmaker and occasionally helps to put together some of his friends. He helps to separate his friend Hanka from Peter, an announcer for an independent radio station who tries to capture ""real"" life by recording the moments from ""reality"" and playing them over the air. Vesna, came to Prague from Macedonia because it is according to her the best place for UFOs to land, but her real reason for coming is somewhat different... Hanka is followed by the crazy Ondrej, until then a respected brain surgeon, and married with two kids. Through him she meets Jacob, who uses copious amounts of weed in order to be constructive in this gloomy world. On the other hand, this destroys his short-term memory - and he forgets that he already has a girlfriend...",,"['love', 'romance', 'marijuana', 'drugs']",2.3480000000000003,31.0,7.6
400,13648,18755,Pigs,2007-11-05,['Comedy'],KkIpNGJbMak,"A college ladies man accepts a challenge from his dorm buddies - sleep with the entire alphabet, A through Z, before graduation. The rules are simple: the rarer the first letter of the girl's last name, the higher the payout. All goes well until he falls for the ""X"". Now he's torn between his feelings for the girl and winning the bet for his friends.",,['brotherhood'],6.432,37.0,4.0
401,9477,75229,The Monitor,2011-10-07,"['Drama', 'Thriller']",c3ZdbEI1t8A,"Oslo, Norway. After living a traumatic experience, Anna and her son Anders move into a huge apartment building. Feeling constantly terrified and insecure, Anna buys a babycall to monitor Anders while he sleeps.",,"['social services', 'oslo, norway', 'baby monitor', 'overprotective mother', 'mother son relationship', 'traumatized woman']",5.199,97.0,5.5
403,5129,266294,Sisters,2015-12-18,['Comedy'],vRnhEjP3R-c,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,https://www.youtube.com/watch?v=vRnhEjP3R-c,"['sibling relationship', 'party', 'childhood home', 'moving house', 'orlando florida']",16.99,1097.0,6.0
404,10419,75170,Third Star,2010-06-01,['Drama'],KMz7Z5bYs8I,"James and his three closest lifelong friends go on an ill-advised trip to the stunning coastal area of Barafundle Bay in West Wales. What follows is a touching and comical adventure dealing with friendship, heroism and love.",,"['friendship', 'cancer', 'woman director']",9.062999999999999,98.0,7.3
405,17290,22958,The Shape of Things,2003-01-01,"['Comedy', 'Drama', 'Romance']",5teEjd5esBA,"Quiet, unassuming Adam is changing in a major way, thanks to his new girlfriend, art student Evelyn. Adam's friends are a little freaked by the transformation.",,"['seduction', 'college', 'love', 'friends', 'betrayal', 'makeover']",11.536,81.0,6.2
406,17540,44513,Father and Son,2003-09-12,['Drama'],TV07cZLWIjc,"A small family ""a father and a son"" lives on the top floor of an old house. The father retired from the military, when he was a student in flight school, he experienced the first and the only love of his life. This girl became his wife and she gave birth to his son. Both of them were twenty years old then. The wife died when she was young. This love remained his secret unique happiness.  The son grew up, and he will probably be a military man like his father. The son's features constantly remind the father of his wife. He doesn't separate his son from his still persisting love: this is his unity with his beloved woman. The father cannot imagine his life without his son. The son loves his father devotedly and deeply, a filial feeling intensified by an instinctive moral responsibility that is being tested by life. Their love is almost of mythological virtue and scale. It cannot happen in real life. This is a fairy–tale collision.",,"['human relationship', 'film parable']",1.61,24.0,6.5
407,14760,10114,Ring Around the Rosie,2006-03-21,"['Horror', 'Mystery', 'Thriller']",8rtUy2Z1mEw,"While spending time at her grandparent's secluded summerhouse to clean up the place after her grandmother's death, a young woman is plagued by horrible visions and dreams of tragic past events.",,"['upper class', 'sibling relationship', 'grandparent grandchild relationship', 'horse', 'nightmare', 'gate keeper']",8.631,27.0,5.0
408,15323,30634,Magic Carpet Ride,2005-12-22,['Comedy'],0Lv-Ii6x9wc,"A struggling, suicidal young comedian meets a car thief who is willing to teach him a few things about his profession.",,[],5.4979999999999976,87.0,6.6
410,12513,12408,Genova,2008-01-01,"['Drama', 'Romance']",Cb4rgBb6r5M,"A man moves his two daughters to Italy after their mother dies in a car accident, in order to revitalize their lives. Genoa changes all three of them as the youngest daughter starts to see the ghost of her mother, while the older one discovers her sexuality.",,"['italy', 'sibling relationship', 'loss of loved one', 'sadness', 'daughter']",10.132,63.0,5.9
411,9614,75595,Little Birds,2011-01-23,['Drama'],nMnldxZ26O4,Lily and Alison face a life-changing event after they leave their Salton Sea home and follow the boys they meet back to Los Angeles.,,"['california', 'runaway', 'based on novel or book', 'friends', 'los angeles, california', 'lesson', 'shocking', 'consequences']",7.501,66.0,5.9
412,9731,95675,Wreckers,2011-12-16,['Drama'],2hdukHjCsz8,A married couple move back to his childhood village to start a family but a surprise visit from the husband's brother ignites sibling rivalry and exposes the lies embedded in the couple's relationship.,,[],6.858,47.0,5.6
413,670,738542,The Haunting of Margam Castle,2020-09-01,['Horror'],pq3IJ1HTpM8,"A team of American parapsychologists travel to Wales to conduct a study of Margam Castle, one of the UK's most haunted buildings.",,[],51.36600000000001,27.0,5.6
414,11811,26656,Ghost Machine,2009-02-01,"['Action', 'Horror', 'Science Fiction', 'Thriller']",JIZUpvDBKyo,Two technicians battle a vengeful spirit that has infected their stolen military software.,,"['computer', 'heroism', 'blood', 'blood bath']",11.2,33.0,5.3
415,5112,265208,Wild Card,2015-01-14,"['Thriller', 'Crime', 'Action']",7fJGbTfFPkM,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",https://www.youtube.com/watch?v=7fJGbTfFPkM,"['gambling', 'bodyguard', 'remake', 'las vegas']",49.343,1242.0,5.5
416,5208,333381,Return to Sender,2015-05-31,"['Drama', 'Thriller']",EUa2GZ6eDzc,A nurse living in small town goes on a blind date with a man who is not the person he says he is.,https://www.youtube.com/watch?v=KCXcbaYk7-o,"['date', 'prison', 'nurse', 'rape', 'flirting']",10.4,489.0,5.6
417,8941,129743,Another,2012-08-04,"['Horror', 'Thriller', 'Mystery']",_U_57mzfjB4,"After a chain of deaths at a junior high school, new transfer student Koichi Sakakibara turns to a mysterious girl who holds the key to the dark mystery.",,[],17.158,29.0,6.5
418,898,656007,Panga,2020-01-24,['Romance'],QDP6tCC8zTo,'Panga' follows the triumphs and struggle of a national level Kabbadi player from India who receives the love and support from her family to help achieve her dream.,,[],4.043,16.0,6.9
419,9565,83384,Dark Horse,2011-09-05,['Drama'],-60t-L9Zdqc,"Abe is a man who is in his thirties and who lives with his parents. He works regretfully for his father while pursuing his hobby of collecting toys. Aware that his family doesn't think highly of him, he tries to spark a relationship with Miranda, who recently moved back home after a failed literary/academic career. Miranda agrees to marry Abe out of desperation, but things go awry.",,"['backgammon', 'toy store', 'hepatitis']",7.181,73.0,5.6
420,16972,26137,Electric Shadows,2004-09-11,['Drama'],KID_-UkzAnI,"For no apparent reason, a mute young woman assaults a youth who delivers water on his bicycle, injuring him and ruining his bike. Surprisingly, she asks him to feed her fish while she is in custody. Her tiny apartment, he discovers, is a shrine to his favorite escape, the movies.",,"['china', 'woman director']",2.13,11.0,6.5
421,16944,82322,Varsham,2004-01-14,"['Drama', 'Thriller', 'Romance']",99iJHHj95Q8,"Venkat and Sailaja are youngsters at Warangal who fall in love. Bhadranna is the most dreaded and ruthless landlord in Nizam area. Bhadranna also likes Sailaja and wants to marry her. Ranga Rao, Sailaja's dad, is a typical black sheep having all kinds of bad habits. In the process, he is ready to marry off his daughter to Bhadranna for money. Ranga Rao plants certain ego problems in the minds of Venkat and Sailaja and then paves a way for their love to break up. Later on Bhadranna kidnaps Sailaja. The rest of the story is all about how Venkat brings back Sailaja from the bastion of Bhadranna and how he clears off the misunderstanding with Sailaja in the process.",,[],2.2119999999999997,11.0,5.7
422,16321,16632,100 Days with Mr. Arrogant,2004-01-16,"['Comedy', 'Romance']",n91eG9d7d6E,"After being dumped by her boyfriend just before their 100 day anniversary, Ha-Young, meets a college guy named Hyung-Joon when she accidentally kicks a can that hits him in the face and causes him to scratch his Lexus. He demands she pay him $3000 on the spot. She escapes from him, leaving her wallet behind.Hyung-Joon stalks her, demanding money to pay for his car. Since she is a poor high school student Hyung-Joon writes up a ""Enslavement Agreement"" for Ha-Young in order to pay for the damage to his car. Ha-Young is thrown into a nightmarish slave life for 100 days, cleaning his house, running his errands, doing his homework and cleaning his car.By accident she finds out that the damage to Hyung-Joon's car only costs $10! She then takes her revenge. However, before she knows it Hyung-Joon shows up at her house as her new tutor! He once again takes advantage of her, but soon Ha-Young finds herself falling head over heels for Hyung-Joon.",,['revenge'],9.176,83.0,6.3
423,9351,84226,The Day,2011-09-15,"['Action', 'Drama', 'Horror', 'Science Fiction']",DDXzVgMihvs,"Open war against humanity rages. For five survivors – lost and on the run – the pursuit is relentless, the bullets are dwindling and the battle is everywhere. This is a 24-hour look into their lives.",,"['post-apocalyptic future', 'dystopia', 'survival', 'survival horror']",15.497,169.0,5.0
424,9816,64113,Baby Shower,2011-01-13,['Horror'],NXZTKZrD1fQ,"Four women who used to be classmates, reunite years after for a Baby Shower party, in which several murders will unfold.",,"['poison', 'pregnancy', 'cult', 'betrayal', 'blood sacrifice']",2.315,39.0,5.6
425,14887,29040,Matti: Hell Is for Heroes,2006-01-01,"['Comedy', 'Drama']",n6WcUk2Mu0g,"Four Olympic gold medals, seven World Championship titles, four World Cup tour championships and forty six World Cup circuit victories.Once his career as a professional athlete ended, however, the other side of his personality emerged into public view in all of its vulgarity. An alcohol dependency, several marriages accompanied by numerous marital problems, petty crime, uncontrolled acts of violence, greedy hangers-on… Wherever he roams, drama and catastrophe dog his footsteps. And everything is exposed in the headlines the next day…",,"['alcohol', 'olympic games', 'ski jump', 'biography', 'stripper', 'singer']",2.548,21.0,5.5
426,6888,277095,Cross Road,2014-02-25,['Animation'],hVs45na_gsk,"High school students Miho and Shouta are preparing for college entrance examinations. Miho comes from an island without even one cram school, while Shouta lives in Tokyo and works a part-time job. Both are striving to pass exams so they can enter college. The pair enroll in Z-Kai's correspondence education courses, and their lives cross before they realize it.",,[],2.51,48.0,6.3
427,8975,132957,Don't Click,2012-05-30,"['Horror', 'Crime', 'Mystery']",GMMaqbpQvBo,"A horror movie about the mysterious happenings that happen to a pair of sisters after watching an unidentified video. Directed by Kim Tae-kyeong, Park Bo-yeong plays Se-hee who tries to save her sister Jeong-mi, her boyfriend Joo Won and Kang Byeol plays the sister.",,[],5.646,26.0,4.7
428,18610,15041,American Girl,2002-02-10,"['Comedy', 'Drama']",9XDwHT6Lqls,A pregnant teenager is determined to leave her trailer park home with the hope of living a happy family life.,,[],7.858,17.0,5.9
429,1252,524247,The Intruder,2019-05-03,['Thriller'],aKXvex7b1Ew,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,https://www.youtube.com/watch?v=aKXvex7b1Ew,"['california', 'country house', 'widow', 'thanksgiving', 'psychopath', 'stalker', 'deer', 'murder', 'christmas lights', 'voyeur', 'christmas', 'intruder', 'moving house', 'napa valley']",31.524,308.0,6.2
430,9698,63375,Generation P,2011-04-14,"['Comedy', 'Drama', 'Science Fiction']",aV_7D4D7A_I,A chronicle of Russia's transition from communism to capitalism.,,['based on novel or book'],4.657,52.0,6.3
431,1902,571419,Saving Leningrad,2019-01-31,"['Drama', 'War', 'Action']",rF3YJUrEj4Y,"September, 1941. In a turn of events, young lovebirds Kostya and Nastya find themselves on board a barge that will evacuate people from the sieged Leningrad. At night the barge gets into the storm. When it starts sinking, enemy planes — but not rescuers — were the first to arrive at the scene.",,[],9.547,40.0,5.6
432,19823,49461,About a Girl,2001-01-01,['Drama'],zgS1ujZ1ztA,A girl tells the story of her life and hopes for the future.,,['short film'],2.681,10.0,6.3
433,11797,24686,Love and the City,2009-03-05,"['Comedy', 'Romance']",c_LSBRJB3wE,"Three Russian friends work in New York, party hard and chase women. It's great times until they get cursed by a drunken Russian night club owner, who turns out to be Saint Valentine. St. Valentine's curse is simple - the guys lose all their manly powers until they find their true love. It turns out to be harder than it sounds - our boys have a lot of growing up to do. Fast.",,[],3.15,34.0,5.7
434,16490,11464,Blood of the Templars,2004-12-09,"['Fantasy', 'TV Movie', 'Adventure']",G6z1HtgO0lA,"18-year old David grew up assuming that his mother and his father have died when he was a baby. He was raised by a monk and is close to completing High School. He gets into a fight during a party and discovers he is stronger than he thought he was- also, the blooding of an injury stops immediately and the wound heals within an hour. All of a sudden, the Priory of Sion and the Knights Templar show interest in the boy and the quest for the Holy Grail begins once again, with David being the one who can lead them to it.",,"['holy grail', 'monk', 'invulnerability', 'templer', 'conspiracy theory', 'monastery']",2.785,35.0,6.9
435,18893,115550,Rancour,2002-05-31,['Drama'],wGOA1M5IJhw,"When Chelo Zamora, middling singer, agreed to spend the summer working in restaurants in the Valencian beach Cullera, could not imagine being reunited with Toni, a guy who shares a dark past. Moved by his desire for revenge, Chelo attempt to ruin his life: get him to break with his girlfriend Esther, who loses his job and returning the police on her trail.",,[],3.532,9.0,6.4
436,15629,20623,Page 3,2005-01-21,['Drama'],4TRaRiaBsw8,'Page 3' takes a behind-the-scenes look at the lifestyles of the A-list celebrities in metro cities. It explores the networking and the power play between the air-kissing,,[],3.0239999999999996,27.0,6.2
437,20350,46406,Mission Kashmir,2000-10-27,"['Action', 'Drama']",dHXOdL7SMuA,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,,[],3.45,35.0,6.2
438,13867,45458,The Romance of Astrea and Celadon,2007-09-02,"['Drama', 'Romance']",Ei9ad2P8-Nk,"In an enchanted forest, back in the time of the Druids, the shepherd Céladon and the shepherdess Astrée share a pure and chaste love. Fooled by a suitor, Astrée dismisses Céladon, who throws himself into a river out of despair. She thinks he's dead, but he's been secretly rescued by some nymphs. Faithful to the promise he made to Astrée to never appear before her again, Céladon must overcome many obstacles to break the curse. Mad with love and despair, coveted by the nymphs, surrounded by rivals, and obliged to disguise himself as a woman to be near the one he loves, will he manage to make himself known without breaking his oath? A romance filled with doubt, hazards, and delicious temptations.",,[],5.121,21.0,5.6
439,8734,112936,Bol Bachchan,2012-07-06,"['Comedy', 'Action']",Pn7I0Ajp0xc,"Abbas Ali (Abhishek Bachchan) lives in Chandni Chowk, New Delhi with his sister Sania (Asin Thottumkal). They are legally fighting for an ancestral property— land case. But the odds turn against them and they lose. Their well wisher, Shastri Chacha, advises and convinces them to migrate to his village Ranakpur where he assures Abbas that he will get him a job at his owner's place. The owner being none other than the powerful Prithviraj Raghuvanshi (Ajay Devgn). Abbas enters Ranakpur village and while saving a child trapped inside a temple, he breaks open the lock of an ancestral temple but fate plays an important twist in Abbas' life as the whole village including Prithviraj's step-brother Vikrant opposes Abbas' actions but Prithviraj arrives and handles the situation.",,[],3.109,43.0,6.0
440,2600,426375,Malicious,2018-06-23,"['Thriller', 'Horror']",YIXt6Ns4Qbc,A young college professor and his pregnant wife unwittingly release a malevolent entity with murderous intentions.,,"['pregnancy', 'demon', 'entity']",13.344000000000001,106.0,5.9
441,19382,57278,The Hexer,2001-11-09,"['Adventure', 'Fantasy']",VNKY6WaB_wQ,"The adventures of Geralt of Rivia, commonly known as the Witcher.",,"['magic', 'middle ages']",4.523,37.0,5.4
442,2055,419478,Midnight Sun,2018-03-22,"['Romance', 'Drama']",fEskVQgtwaI,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",https://www.youtube.com/watch?v=fEskVQgtwaI,"['seattle', 'sunlight', 'terminal illness', 'singer', 'best friend', 'homeschooling', 'teenager', 'dead mother', 'swimming', 'teenage daughter', 'railway station', 'boyfriend girlfriend', 'athletic scholarship', 'protective father', 'teenage romance', 'busker', 'rare disease', 'medical problem']",36.395,2657.0,7.8
443,17635,110108,The Man Without a Head,2003-01-01,"['Fantasy', 'Romance']",0kLAuJIm79o,A shy man prepares for his date but feels he must buy a head for the occasion.,,['short film'],1.683,18.0,6.0
444,8247,142320,Viva l'Italia,2012-10-25,['Comedy'],exz6z6UMIx0,"The story of a leading political man, suddenly telling “all the truth” after a serious illness and therefore overwhelming lifes of anyone surrounding him…",,[],7.49,272.0,6.3
445,11901,25335,Hellsinki,2009-01-09,"['Action', 'Crime', 'Drama']",RL852iEZ2zM,"In the mid-1960s, three small-time Finnish bootleggers seize control of their Helsinki neighborhood's black-market liquor business.",,"['based on novel or book', 'helsinki, finland', 'gang of thieves', 'delinquent']",3.387,28.0,6.4
446,16288,44728,One Piece: Curse of the Sacred Sword,2004-03-06,"['Animation', 'Adventure', 'Action']",9qevPivaMKM,"The Straw Hat Pirates landed at Asuka Island, home of the most valuable sword in the world: The Seven Star Sword. Which was said to curse anyone who takes it in possession. When they got back to the Going Merry, they discovered that Zoro is missing from his guard duty. Before they could plan out a search party to relocate him. Luffy and friends escape from the port as Marines were on their tail. They found a new place to dock, which is near a village. Whose job is to keep the Seven Star Sword sealed. Soon it was attacked by the Marines, and among them is Zoro. Luffy and the others don't know why he's helping out the Marines. But it all comes to conclusion when Luffy encounters Saga: Zoro's childhood friend from Swordsman training.",,[],23.415,110.0,7.0
447,12278,18094,Anvil! The Story of Anvil,2008-01-14,['Documentary'],ZHupiYvm8zo,"At 14, best friends Robb Reiner and Lips made a pact to rock together forever. Their band, Anvil, hailed as the ""demi-gods of Canadian metal, "" influenced a musical generation that includes Metallica, Slayer, and Anthrax,. Following a calamitous European tour, Lips and Robb, now in their fifties, set off to record their 13th album in one last attempt to fulfill their boyhood dreams",,"['canadian', 'heavy metal', 'friendship', 'rock band', 'hard rock', '1980s', 'music documentary']",16.485,177.0,7.6
448,10683,53861,Die,2010-01-06,"['Thriller', 'Mystery']",Yu6oDbPeQqM,"Six people, each of them is on the road to self-destruction. They wake up in cells in a surreal facility, without knowing how they got there or why.",,[],2.195,42.0,4.6
449,9851,68713,You Will Be My Son,2011-08-23,['Drama'],2QmBzl5RBik,"Paul de Marseul, a prestigious wine-maker and owner of a renowned chateau and vineyard in Saint-Emilion, is disheartened by the notion of his son Martin taking over the family business. Martin does not seem to have inherited the qualities that Paul esteems in a wine-maker: persistence, creative insight and technical prowess matched with passion for the job and the product, and Paul frequently reminds him of this, whether explicitly or in subtle gestures. When Philippe, the son of his manager, appears at the vineyard, Paul leaps at the chance to name him as his successor, neglecting the wishes of his own son...",,[],2.2840000000000003,36.0,6.4
450,17538,51311,Wheel of Time,2003-10-30,['Documentary'],9OMNWvSXawo,"Wheel of Time is Werner Herzog's photographed look at the largest Buddhist ritual in Bodh Gaya, India.",,"['buddhism', 'tibet', 'dalai lama', 'ritual', 'india']",3.5039999999999996,24.0,6.7
452,9880,70342,Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011-07-08,"['Music', 'Documentary']",izT2Xmw1X3M,"Having forged a 20-year run as one of the most innovative and influential hip hop bands of all time, the Queens NY collective known as 'A Tribe Called Quest' have kept a generation hungry for more of their groundbreaking music since their much publicized breakup in 1998. Michael Rapaport documents the inner workings and behind the scenes drama that follows the band to this day. He explores what's next for, what many claim, are the pioneers of alternative rap.",,"['rap music', 'hip-hop', 'duringcreditsstinger']",6.524,34.0,6.9
453,4739,377060,The Diary Of Anne Frank,2016-03-03,['Drama'],qQjlxQYp4BY,"The story of Anne Frank, the Jewish girl who went into hiding with her family in Amsterdam and became a victim of the Holocaust.",,"['diary', 'based on memoir or autobiography', 'nazi occupation', '1940s', 'children in wartime']",5.632999999999999,77.0,7.5
454,17919,69484,Winter Days,2003-11-27,['Animation'],C51KsOxtXJ0,"Winter Days is a 2003 animated film, directed by Kihachirō Kawamoto. It is based on one of the renku (collaborative linked poems) in the 1684 collection of the same name by the 17th-century Japanese poet Bashō. The creation of the film followed the traditional collaborative nature of the source material – the visuals for each of the 36 stanzas were independently created by 35 different animators. As well as many Japanese animators, Kawamoto assembled leading names of animation from across the world. Each animator was asked to contribute at least 30 seconds to illustrate their stanza, and most of the sequences are under a minute (Yuriy Norshteyn's, though, is nearly two minutes long).",,['haiku'],4.1819999999999995,10.0,4.0
455,18896,109558,Doing Time,2002-05-14,"['Drama', 'Comedy']",rttak4pzoaw,"When he finds himself in an Hokkaido prison for a minor firearms possession offence, it doesn't take long for Hanawa (Tsutomu Yamazaki) to surrender utterly to the routine, arbitrary rules and grinding sameness of life in the prison system. Indeed, he comes to find his stint in solitary confinement, cut off from fellow-inmates and with a mechanical task of creating hundreds of folded paper bags each day, a curiously satisfying experience.",,"['prison', 'prisoner']",3.324,9.0,4.9
456,15853,28805,Apaharan,2005-01-01,"['Action', 'Crime', 'Drama']",CxNYucYVEkQ,"Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.",,[],1.69,17.0,6.2
457,18643,165404,Humraaz,2002-07-26,"['Action', 'Romance', 'Thriller']",HodOZf5diSM,"A wealthy industrialist and business man named Raj Singhania lives in Bombay, India. He reaches up with a music band in which Karan Malhotra is the leader and Priya is his right-hand and sweetheart. Karan finds that it is not easy to achieve one's merit. A contract made between the two for his band to sing on a crusade for Raj. He agrees to do so and later on conspire with his girlfriend Priya to take over Raj vast estate by setting up his girlfriend to marry Raj fakely. On a chance encounter one day Raj and Priya both meet, where by Raj fall head over heals in love with Priya.",,[],2.7089999999999996,15.0,6.4
458,10934,46660,I Love You Too,2010-05-06,"['Comedy', 'Drama', 'Romance']",Bix9NDyF35U,"Written by comedian Peter Helliar, I LOVE YOU TOO stars Brendan Cowell as Jim, a 30-something emotionally stunted man whose inability to declare his love to his girlfriend, Alice, threatens to cost him the best thing he ever had but leads him to befriend a talented dwarf who helps him find the words to get her back.",https://www.youtube.com/watch?v=Bix9NDyF35U,['woman director'],2.9939999999999998,25.0,6.0
460,12174,10885,Shutter,2008-03-21,"['Horror', 'Mystery', 'Thriller']",CZ6a5tLA8o4,"A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.",https://www.youtube.com/watch?v=mMEYZjDUpUY,"['japan', 'suicide', 'photographer', 'honeymoon', 'nightmare', 'ghostbuster', 'ghost world', 'photography', 'remake', 'revenge', 'road accident', 'wedding', 'car accident', 'spirit', 'death', 'ghost', 'hit by a car', 'shadow', 'modeling', 'magazine editor']",14.517999999999999,444.0,5.4
461,10835,43479,Off Limits,2010-04-07,"['Crime', 'Drama', 'Thriller']",SvDvt9WUwH4,"During a patrol, Julie and Simon, two police constables, injure a wealthy man who pointlessly killed their partner. This wealthy man in question turns out to be the son of a politician. This is why the two police constables are accused of brutality by the brass. Abandoned by their superiors, the two leading characters will lead an investigation on the drug that caused the politician's son to be out of his mind.",,[],2.8360000000000003,30.0,6.1
462,10213,44874,Barbie: A Fashion Fairytale,2010-09-14,"['Family', 'Animation']",YRC_rzP833I,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",,"['magic', 'fashion']",50.309,372.0,7.1
463,7471,189204,Lovestruck: The Musical,2013-04-21,"['Comedy', 'Fantasy', 'Romance', 'Music', 'TV Movie']",MfgRUGRb6ZI,"Harper was one of the best dancers to hit Broadway, but an injury caused her to leave the spotlight, become a choreographer, and raise her daughter Mirabella. When Mirabella decides to quit the show to get married, her mother is determined to put a stop to the wedding and show Mirabella that she cannot give up her career for love.",,"['musical', 'woman director']",11.931,124.0,6.5
464,3407,401546,The Dinner,2017-05-05,"['Drama', 'Thriller', 'Mystery']",DZzcjIbd8O0,"Two brothers and their wives meet up at a haute-cuisine restaurant to discuss what to do about a horrific crime that their sons committed together. As the quartet debate their options, the conversation reopens old wounds between the siblings.",https://www.youtube.com/watch?v=vLG4PRq6FAo,[],9.702,209.0,4.4
465,4985,404961,Ghosthunters,2016-07-05,['Horror'],U1bChKfjUFw,"When one of their own loses his wife and daughter at the hands of a serial killer, a team of ghost hunters is determined to capture the spirits of the loved ones so their spirits can finally rest in peace. But as the team goes deeper into the house, the ghosts become more hostile, and the group discovers the true secrets of the house and its murderer.",,"['secret', 'haunted house', 'daughter', 'horror', 'blood splatter', 'murder', 'paranormal', 'gore', 'serial killer', 'spirit', 'ghost hunter', 'ghost', 'clairvoyant']",8.19,46.0,4.9
466,13413,39206,Detective Conan: Jolly Roger in the Deep Azure,2007-04-21,"['Animation', 'Adventure']",5Gej1WF2dKQ,"The Isle of Koumi, a beautiful island in the Pacific Ocean. On the island, people pass an old legend down from generation to generation that there was the Seabed Palace, an ancient ruin at the bottom of the sea, where the treasure of 2 female pirates, Anne Bonnie & Mary Reed (who really existed 300 years ago), was left. When Conan and his friends visit Koumi Island while on vacation, they meet some treasure hunters. There was something suspicious about them.",,[],8.082,81.0,6.6
467,15832,11514,NVA,2005-09-29,['Comedy'],y7iN4B9Kks8,,,"['german democratic republic', 'military base', 'army', 'firearm', 'nva']",4.322,18.0,6.2
468,12862,12417,Autumn,2008-08-07,['Drama'],xZyl2UdIwZE,A man struggles after his release from ten years as a political prisoner.,,"['release from prison', 'turkey']",1.8869999999999998,26.0,7.3
